1823年、脊椎結核により32歳の若さで亡くなった、代表作に『エプソムの競馬』や『メデューズ号の筏』などがあるフランスの画家は誰でしょう？,テオドール・ジェリコー[Théodore Géricault],
わずかな時間を意味する「とっさ」を漢字で書いた時、2文字に共通する部首は何でしょう？,口偏,
1820年にモンロー/大統領のもとで成立した、ある準州を奴隷州として昇格させて合衆国加盟を認める代わりに、メイン州を自由州として独立させ、以降、北緯36度30分より北の新設州では奴隷制を禁じた協定は何でしょう？,ミズーリ協定 (林×：7－9),
箸使いのタブーの1つで、箸を爪楊枝のように使って歯に挟まった食材をとることを何というでしょう？,せせり箸,
流行のデザインを取り入れた安価な服を早いサイクルで売り切ってしまうファッションブランドやその業態のことを何というでしょう？,ファストファッション,
発覚しないように少しずつ金銭を盗んでいく方法を、ある食べ物を用いて「何法」というでしょう？,サラミ法,
その芸名は、川内康範の小説『恍惚』のヒロインに由来する、代表曲に『恍惚のブルース』や『伊勢佐木町ブルース』などがある演歌歌手は誰でしょう？,青江三奈,
「司馬遷には遼（はる）かに及ばない」ということからペンネームを付けた、『梟の城』や『竜馬がゆく』などの代表作がある作家は誰でしょう？,司馬遼太郎,
1946年から33年間にわたって日本レスリング協会会長を務め、同種目の発展に尽力した、「日本レスリング界の父」と呼ばれる人物は誰でしょう？,八田一朗,
不動産投資を行う時、自己資本と借入金を組み合わせることによって利益率が向上する効果を、「てこ」という意味の英語で「何効果」というでしょう？,レバレッジ効果,
1986年には秋元康（あきもと・やすし）とともに番組制作会社「SOLDOUT」を設立した、『トリック劇場版』や『20世紀少年』でメガホンをとった映画監督は誰でしょう？,堤幸彦,
急速に雪を溶かすため「スノー・イーター」ともいう、ロッキー山脈の東側に吹き降りる暖かい風を何というでしょう？,チヌーク,
キルケゴールの著書『死に至る病』で、「死に至る病とは何である」と書かれているでしょう？,絶望,
主な設計物に『クウェート国際会議場』や『シドニー・オペラハウス』がある、デンマークの建築家は誰でしょう？,ヨーン・ウツソン,
規則的なパターンどうしを重ね合わせた時に出来る縞模様のことを、フランス語で何というでしょう？,モアレ,
そのクライマックスで大砲が鳴らされる、ナポレオンのロシア遠征の年にちなんで名付けられた、チャイコフスキーの序曲は何でしょう？,序曲『1812年』,
670年に作成された日本初の全国的な戸籍のことを、この年の十干十二支にちなんで何というでしょう？,庚午年籍,
今年（2011年）没後50周年を迎える、1954年にはノーベル文学賞を受賞したアメリカの作家で、代表作に『日はまた昇る』や『老人と海』などがあるのは誰でしょう？,アーネスト・ヘミングウェイ[Ernest Hemingway],
債券の値上がりなどによって得られる利益のことを、「インカム・ゲイン」に対して何というでしょう？,キャピタル・ゲイン,
第80回直木賞を『一絃の琴』で受賞した、その他の代表作に上村松園の生涯を描いた『序の舞』などがある作家は誰でしょう？,宮尾登美子,
互いに自由に技を掛け合って練習する、柔道の練習法を何というでしょう？,乱取り,
小説『吾輩は猫である』を著したのは夏目漱石ですが、『贋作吾輩は猫である』を著したのは誰でしょう？,内田百閒,
シジミやサンゴの化石のように、地層が堆積した当時の環境を知る手掛かりとなる化石のことを特に「何化石」というでしょう？,示相化石,
セリウム、セレン、トリウムの発見者でもある、アルファベットによって元素記号を表記する方法を提唱したスウェーデンの化学者は誰でしょう？,イェンス・ベルセリウス,
日本語では「悪漢小説」という、下層社会に生きる主人公が自分の経歴を語る形で展開される、17世紀頃にスペインで流行した小説形式は何でしょう？,ピカレスク,
昨年11月に決勝が行われたワールド・ボク/シング・スーパー・シリーズバンタム級において、ノニト・ドネアを破って優勝を飾った日本人ボクサーは誰でしょう？,井上尚弥(いのうえ・なおや) (上山×：1－1),
兜を着けた際に頭/が蒸れるのを防ぐために生まれたとされる、成人男性が前頭部から頭頂部にかけての毛髪を剃り落とした風習、またはその部分を何というでしょう？,月代(さかやき/つきしろ) (植田〇：8－9),
建築基準法第129条によると、エレベーターを設計する際、1人あたりの体重は何kgと見積もると定められているでしょう？,65kg,
今年（2014年）4月9日でサポート期間が終了する、マイクロソフトが2001年10月にリリースしたWindowsのOSは何でしょう？,WindowsXP,
横軸に平均降水量、縦軸に平均気温をとり、各月の気候を把握できるようにしたグラフのことを何というでしょう？,ハイサーグラフ【「クライモグラフ」も○】,
元々は「苗を早く育てるため、土を温かくした場所」のことで、現在では「悪いことが多発しやすい環境」を意味する言葉は何でしょう？,温床,
周囲の関心を引くため、病気を装ったり自傷したりする疾患を、「ほら吹き男爵」の異名をとったドイツ人貴族にちなんで「何症候群」というでしょう？,ミュンヒハウゼン症候群,
「色彩の時代」や「白の時代」などの画風で知られる、代表作に『ラパン・アジル』や『コタンの袋小路』などがあるフランスの画家は誰でしょう？,モーリス・ユトリロ,
日本語では「叙唱」といわ/れる、オペラにおいて語り掛けるように歌われる部分を何というでしょう？,レチタティーヴォ(サ×：寺井),
ルイーザ・メイ・オルコットの小説『若草物語』に登場するマーチ家の4姉妹とは、メグ、ジョー、ベスと誰でしょう？,エイミー,
234年、現在の陝西省で行われた魏と蜀の戦いで、ことわざ「死せる孔明生ける仲達を走らす」が生まれたことで有名なのは何でしょう？,五丈原の戦い,
測量法・第10条によって「恒久的な標識」と定められている、水面に浮かべたウキの動きや水深の変化による水圧を感知することで、海面の高さを自動的に検出する装置を何というでしょう？,験潮儀（けんちょうぎ）,
植物の「サルスベリ」、鳥の「モズ」、虫の「ムカデ」を漢字で書いた時、共通する文字は何でしょう？,百,
ドイツ語では「ウーバーン」、フランス語では「メトロ」、英語では「サブウェイ」と呼ばれる乗り物を、日本語では何というでしょう？,地下鉄,
日本の市で、南城市がある都道府県は「沖縄県」ですが、南陽市がある都道府県はどこでしょう？,山形県,
黒い漆で固められ、12のひだが付けられている、修験者が頭に着ける布のことを何というでしょう？,頭襟（ときん）【「頭巾」「兜巾」も○】,
ナポレオン政権下では内務大臣を務めていたことがある、「粒子の運動状態が分かれば、起きる現象を予測できる」という「悪魔」に名を残すフランスの数学者は誰でしょう？,ピエール＝シモン・ラプラス,
太陽光スペクトル中に現れる暗い線のことを、発見したドイツの物理学者から「何線」というでしょう？,フラウンホーファー線,
大宝律令のもとで制定された、父親が五位以上である子、または祖父が三位(さんみ)以上である孫については、21/歳になると一定の位に就くことができるとした制度を何というでしょう？,蔭位の制(おんい/いんいのせい) (伊野〇：30P),
気体を液化する時に応用されている、「一定の圧力下で気体を膨張させると気体の温度が下がる」という現象のことを、発見した2人の物理学者の名前から「何効果」というでしょう？,ジュール＝トムソン効果,
その設計は建築家・黒川紀章が行った、高さ165mと世界最大の大きさを誇る観覧車は何でしょう？,シンガポール・フライヤー,
民法第1028条以下に規定がある、相続人のために残しておかなければならない遺産の取り分を何というでしょう？,遺留分,
元々はボヤント・オハー空港という名前だったが、モンゴル建国800/周年に当たる2005年に改名された、同国の首都・ウランバートルにある国際空港は何でしょう？,チンギス・ハーン国際空港 (平⑥：安藤),
1947年には『紳士協定』で、1954年には『波止場』でアカデミー監督賞を受賞したアメリカの映画監督で、その他の代表作に『エデンの東』や『欲望という名の電車』などがあるのは誰でしょう？,エリア・カザン[Elia Kazan],
プロ野球中継などが雨で中止になった時、その代わりに放送される番組を俗に「何番組」というでしょう？,雨傘番組,
大日本帝国憲法と日本国憲法に共通する、第1章の章立ては何でしょう？,天皇,
2007年、『POPJAM』を受け継ぐ形でスタートした、現在はユースケ・サンタマリアとPerfumeが司会を務めるNHKの音楽番組は何でしょう？,『MUSIC JAPAN』,
著書『遊びと人間』において、人間の遊びを4つに分類した功績で有名な、フランスの社会学者は誰でしょう？,ロジェ・カイヨワ,
1688年にイギリスで起こった、ジェームズ2世を追放した革命を、ほぼ無血で行われたことから何というでしょう？,名誉革命,
自動車のフットブレーキを多用することにより、オイル内に気泡が生じ、ブレーキの利きが悪くなる現象を何というでしょう？,ヴェイパーロック現象,
筋力トレーニングを終えた後に休息を取ることで、トレーニング前よりも筋肉量が増加する現象を何というでしょう？,超回復,
主題歌の『瞳をとじて』も大ヒットした、高校生・松本朔太郎と白血病で亡くなる廣瀬亜紀の恋愛を描いた2004年公開の映画は何でしょう？,『世界の中心で、愛を叫ぶ』,
大仏などが完成した際に営まれる、目を描き入れ、魂を込める法要のことを「何法要」というでしょう？,開眼法要（かいげんほうよう）,
1989年には史上2人目の1000勝を、2007年には史上初の1000敗を記録した、九段の将棋棋士は誰でしょう？,加藤一二三,
第1楽章・タチェット、第2楽章・タチェット、第3楽章・タチェットと楽譜に書かれている、ジョン・ケージの代表曲は何でしょう？,『4分33秒』,
日本神話において、ニニギノミコトが葦原/中国(あしはらのなかつくに)を治めるため、高天原(たかまがはら)から高千穂の地に降りてきたことを、漢字4文字で何というでしょう？,天孫降臨 (飯塚②),
1989年には、グアムにある同名の岬と姉妹提携し、その際に金の鐘が設置された、静岡県伊豆市の岬は何でしょう？,恋人岬,
ヨーロッパ風の家屋で屋根の上に取り付けられる、ニワトリをかたどった風向計を何というでしょう？,風見鶏,
鳥取県民謡『貝殻節』で、漁師たちが採ろうとしている貝は何でしょう？,ホタテガイ,
「ニュートン力学の3法則」とは、慣性の法則、運動の法則と何でしょう？,作用・反作用の法則,
内閣府が持つ5つの外局とは、金融庁、消費者庁、公正取引委員会、国家公安委員会と何でしょう？,特定個人情報保護委員会,
サッカーにおいて、俗に「守護神」といわれるポジションは何でしょう？,ゴールキーパー,
この都市の住民を「パウ/リスタ」という、ブラジルで最大の人口を抱える都市はどこでしょう？,サンパウロ (た×：河野),
中を空洞にしたヒョウタンを乾燥させ、表面に刻み目を付けて作られる、棒でこすって音を出す楽器は何でしょう？,ギロ,
「馬が軽やかに歩/みを進める様子」と「閉じられているものを何度も開く様子」を表現する時に共通して用いられる繰り返し言葉は何でしょう？,ぱかぱか (飯塚×：3休),
下味をつけた魚に小麦粉などをまぶし、両面を焼いたフランス料理を、「製粉業者」という意味のフランス語で何というでしょう？,ムニエル,
先月（2014年7月）26日の対巨人戦で、日本プロ野球史上初となる400セーブを記録した、中日ドラゴンズのピッチャーは誰でしょう？,岩瀬仁紀,
動詞では「数を3乗する」、名詞では「立方体」という意味を持つ英単語は何でしょう？,cube,
鎌倉時代の絵画で、日本古来の絵画を「大和絵」というのに対し、中国から伝わった絵画を何というでしょう？,唐絵,
「甲斐武田氏滅亡の戦い」といわれる、1582年、織田信長が武田勝頼を破った戦いを何というでしょう？,天目山の戦い,
元々は「競馬における穴馬」を指していた、現在では「実力は未知だが有力だと思われる相手」を意味する言葉は何でしょう？,ダークホース,
鉄砲を数える単位は「丁」ですが、大砲を数える単位は何でしょう？,門,
本来は「不幸があって喪に服していた人が、四十九日の後に食事を元に戻すこと」を意味したが、現在では「葬儀でお世話になった人のために振る舞われる食事」を意味する言葉は何でしょう？,精進落とし,
生後半年から1年頃の乳児に見られる発熱のことを、知能の発達に伴い起こると考えられていたことから何というでしょう？,知恵熱,
演劇において、役者が1人でしゃべるセリフを「モノローグ」といいますが、2人でしゃべるセリフを何というでしょう？,ダイアローグ,
講道館柔道の技を大きく3つに分けると、「投げ技」、「固め技」と何でしょう？,当て身技,
主に日本画で使用する、先端が非常に細く、輪郭や眉毛を描くための絵筆を何というでしょう？,面相筆,
今年（2012年）7月、町内にある照葉樹林が日本で5番目となるユネスコエコパークに登録された、宮崎県中部の町はどこでしょう？,綾町,
1962年にポーン・キングピッチを、1965年にエデル・ジョフレをそれぞれ破り、日本人初となるボクシング2階級制覇を成し遂げたプロボクサーは誰でしょう？,ファイティング原田【本名の「原田政彦」も○】,
日本の市で、綾瀬市がある都道府県は「神奈川県」ですが、綾部市がある都道府県はどこでしょう？,京都府,
福岡県、佐賀県、熊本県、長崎県に囲まれた、海苔の養殖で知られる九州最大の海は何でしょう？,有明海,
パプア・ニューギニアの限られた場所にのみ生息する、羽を広げると28cmにも及ぶ世界最大のチョウは何でしょう？,アレクサンドラトリバネアゲハ【「アレキサンドラトリバネアゲハ」も○】,
代表曲に『What About Love』や、ブルゾンちえみがネタで使用している『DirtyWork』などがあるアメリカ人歌手は誰でしょう？,オースティン・マホーン,
庭になっていた柿を売る契約をした翌日、台風で柿がすべて落ちてしまったことに由来する、向井去来が別荘として使っていた草庵は何でしょう？,落柿舎（らくししゃ）,
スコットランドにある都市の名前に由来する、バンダナなどに用いられる勾玉のような模様を何というでしょう？,ペイズリー,
アポロ11号において、司令船の名前は「コロンビア」ですが、着陸船の名前は何でしょう？,イーグル,
国語の教科書にも掲載された『白いぼうし』や『ちいちゃんのかげおくり』などの代表作がある、日本の児童文学作家は誰でしょう？,あまんきみこ,
誰かの満足度を犠牲にしなければ、他の満足度を増すことができない状態のことを、イタリアの経済学者の名前から「何最適」というでしょう？,パレート最適,
周期表で1つ下/に位置するテルルより後に発見され、かつ、化学的性質が似ていることから、地球の衛星である「月」にちなんで名付けられた、原子番号34、記号Seの元素は何でしょう？,セレン (植田〇：3－3),
国や州が運営している刑務所を英語で「prison」といいますが、市や郡が運営している刑務所を英語で何というでしょう？,jail,
フランスの慣用句で、「会話が途切れて/しまい、場が沈黙してしまうこと」を、「何が通る」というでしょう？,天使 (井上〇：5－0⇒3rd!),
「ローマへの巡礼の道」という意味がある、ドイツのヴュルツブルクからフュッセンを結ぶ全長366kmの街道を何というでしょう？,ロマンティック街道【「ロマンチック街道」も○】,
ハランボなどの魚をすり身にし、小判型に成型して油で揚げた、愛媛県南予地方の郷土料理は何でしょう？,じゃこ天,
音声のない映画を「サイレント」といいますが、音の出る映画を何というでしょう？,トーキー,
犯罪には直接携わらないが、犯人に凶器を渡すなどのように、犯人の犯罪行為を容易にすることを漢字2文字で何というでしょう？,幇助,
今年（2011年）9月、ゲーム『テイルズオブ』シリーズ15周年記念作品として発売された、バンダイナムコゲームスのテレビゲームは何でしょう？,『テイルズオブエクシリア』,
1ヶ国語しか話せない人を「モノリンガル」、2ヶ国語を話せる人を「バイリンガル」といいますが、3ヶ国語を話せる人を何というでしょう？,トリリンガル,
アマチュアレスリングの選手が着用する、体に密着したワンピース型のユニフォームを何というでしょう？,シングレット,
有権者が誰に投じたか分から/ず、得票に応じて振り分けられる選挙の票を「何票」というでしょう？,按分票(あんぶんひょう) (上山×：0－2),
クロスカントリースキーにおいて、スケーティングができる走法を「フリースタイル走法」というのに対し、スケーティングができない走法を何というでしょう？,クラシカル走法,
蜀の武将・劉備が腿に贅肉がついたことを嘆いた逸話に由来する、「腕を発揮する機会に恵まれないこと」を指す故事成語は何でしょう？,髀肉の嘆,
空手の型にある動作の意味を考察することを、漢字2文字で何というでしょう？,分解 (スルー),
体操器具・鞍馬の/上部に付いている取っ手のことを英語で何というでしょう？,ポメル[pommel] (伊野〇：2－0),
人形に恋をしたフランツと、彼の恋人・スワニルダの姿を描いた、レオ・ドリーブ作曲のバレエ作品は何でしょう？,『コッペリア』,
1945年にバオ・ダイが/退位したことで滅亡した、ベトナム最後の王朝は「何朝」でしょう？,阮朝(グエン/げんちょう) (上山①),
水の場合はおよそ4.184ジュール毎ケルビンである、物質1gの温度を摂氏1度上げるのに必要な熱量を何というでしょう？,比熱〈容量〉,
1854年の日米和親条約締結によって開港した日本の2つの港とは、函館とどこでしょう？,下田,
1925年、普通選挙法と同時に施行された、皇室否定や共産主義を取り締まることを目的として制定された法律は何でしょう？,治安維持法,
ビュート、ガリュー、ヒミコ、オロチなど、独特のフォルムの自動車を制作している、富山市に本社を置く自動車メーカーは何でしょう？,株式会社光岡自動車,
メンデレーエフがエカマンガンとして存在を予言した、世界初の人工元素は何でしょう？,テクネチウム,
今から1700年前の313年、コンスタンティヌスが発布した、ローマ帝国内でキリスト教の信仰を認めた勅令は何でしょう？,ミラノ勅令,
1942年に初演されたアラム・ハチャトゥリアンのバレエ作品で、特に最終幕で演奏される「剣の舞」で有名なのは何でしょう？,『ガイーヌ』【『ガヤネー』も○】,
映画版でこの人物を初めて演じたのはバーナード・リーである、『007』シリーズにおけるジェームズ・ボンドの上司の通称は何でしょう？,M,
医者のチャック/、漁師のバッグ、語り手の第二十三号などの人物が登場する、芥川龍之介の小説は何でしょう？,『河童』 (植田〇：3－0),
記号「tr」で表される、ある音とその2度上の音を素早く反復させる楽器の演奏技法を何というでしょう？,トリル【トレモロは別物ゆえ×】,
館山市の布良海岸（めらかいがん）が舞台となっている、サメを担ぐ漁師たちを描いた、青木繁の絵画は何でしょう？,『海の幸』,
人口はおよそ11万人である、モンゴルにおいてウランバートルに次いで2番目に人口が多い都市はどこでしょう？,ダルハン,
かつては山止たつひこ（やまどめ・－）というペンネームであった、代表作に『こちら葛飾区亀有公園前派出所』などがある漫画家は誰でしょう？,秋本治（あきもと・おさむ）,
吉川広嘉の命を受けた児玉九郎右衛門によって建造された、山口県岩国市に存在する5連アーチが特徴的な橋は何でしょう？,錦帯橋,
ムエタイの選手がお守りとして頭に巻く輪のことを何というでしょう？,モンコン,
今年（2011年）3月から統一された、スーパーマーケット「ポスフール」、「サティ」、「ジャスコ」の新たな名前は何でしょう？,イオン,
作家・星新一がこれの第一人者として知られる、原稿用紙10枚程度で収まる短い小説のことを何というでしょう？,ショートショート,
パリ盆地がこれの代表例である、傾斜した地層が浸食されてできた波状の地形のことを、「斜面」という意味のスペイン語で何というでしょう？,ケスタ,
少年法によると、刑事処分が可能であるのは何歳以上の少年でしょう？,14歳,
ボールと接触する面積が大きく、正確に蹴り出すことができる、サッカーにおいて足の内側で蹴るキックを何というでしょう？,インサイドキック,
オルドゥヌンクという戒律により、自動車や電気の使用が禁止されている、アメリカやカナダのドイツ系移民による宗教集団は何でしょう？,アーミッシュ,
剣道における「間合い」のことを、フェンシングでは何というでしょう？,ディスタンス,
今年（2014年）10月に小学館が創刊した、「オトナ向けのコロコロコミック」と位置付けられる漫画雑誌は何でしょう？,『コロコロアニキ』,
道の駅鹿島に隣接する有明海の干潟で毎/年6月上旬頃に開催されている、泥にまみれながら行われるスポーツイベントは何でしょう？,〈鹿島〉ガタリンピック (豊田〇：1－0),
徳島阿波藩のお抱え能役者・斎藤十郎兵衛（さいとう・じゅうろべえ）とする説が有力視されている、10ヶ月の間に多くの浮世絵を残し、忽然と姿を消した江戸時代の絵師は誰でしょう？,東洲斎写楽,
雑誌『ホトトギス』で活動する俳人でもあった、日本で初めてロボトミー手術を行った脳神経外科医は誰でしょう？,中田瑞穂（なかだ・みずほ）,
赤いバックに白いハートと十/字が描かれたデザインである、外見では要支援者と分からない人が、周辺に支援を求めるために掲げるマークを何というでしょう？,ヘルプマーク (上山①),
朝に発した命令が夕方には変わってしまっているように、法律や命令が頻繁に変わって一定しないことを四字熟語で何というでしょう？,朝令暮改,
韓国プロ野球の「起亜」、メジャーリーグの「デトロイト」、日本プロ野球の「阪神」に共通するチーム名は何でしょう？,タイガース,
分子サイズや疎水性、吸着力の差を利用して、混合物を分離・検出する手法のことを、「色の記録」という意味の言葉から何というでしょう？,クロマトグラフィー,
推理小説のルール「ヴァン＝ダインの二十則」の第7項で、「長編推理小説には絶対に必要」といわれているものは何でしょう？,死体,
「焦げる」や「煮る」など、火に関する漢字に使われる部首は何でしょう？,れんが【れっか】,
「森」や「轟く」などのように、同じ漢字を3つ重ねて作られた漢字のことを何というでしょう？,品字様,
桓武天皇が797年に設置した、国司が交代する際、不正がないように監査した令外官は何でしょう？,勘解由使,
ウルトラ、カオス、アブソリュートゼロなどの種類がある、アルファベットのMを模した爪痕のロゴで知られるエナジードリンクは何でしょう？,モンスターエナジー,
ずばり、1ポンドは何オンスでしょう？,16オンス,
鈴木貴雄（すずき・たかお）、斎藤宏介（さいとう・こうすけ）、田淵智也（たぶち・ともや）から成る、代表曲に『シュガーソングとビターステップ』などがある音楽ユニットは何でしょう？,UNISON SQUARE GARDEN,
古代・殷の紂王が非常に豪勢な宴会を行った故事に由来する、「食べ物や飲み物が大量にある豪勢な宴会」を指す四字熟語は何でしょう？,酒池肉林,
安珍・清姫伝説では、この川を渡る描写が登場する、日本で最も長い二級河川は何でしょう？,日高川,
発明者の名前から「ゴルトシュミット法」ともいう、粉末のアルミニウムを用いて金属酸化物を還元する方法を何というでしょう？,テルミット法,
常用漢字の中で「鬱」に次いで画数が多い、23画の漢字は何でしょう？,鑑,
ライフル射撃における3つの射撃姿勢とは、立射、伏射と何でしょう？,膝射,
地震の種類で、本震より前に起こるものを「前震」というのに対し、本震より後に起こるものを何というでしょう？,余震,
フランスの文化を色濃く受け、「中東のパリ」と呼ばれる、レバノンの首都はどこでしょう？,ベイルート,
1920年に国立天文台が定めた「時の記念日」は何月何日でしょう？,6月10木,
脚本家ロバート・リスキンとコンビを組み、映画『或る夜の出来事』、『オペラハット』/、『我が家の楽園』で3度のアカデミー監督賞を受賞した、アメリカの映画監督は誰でしょう？,フランク・キャプラ[Frank Capra] (上山〇：3－1),
『パネルクイズアタック25』において、空きパネルが残り5枚になった時に発生する、自分のパネルを1枚取ると同時に任意のパネルを空けられるルールを何というでしょう？,アタックチャンス,
フランス語において、普段は発音されない音が、直後の母音によって発音されるようになることを何というでしょう？,リエゾン,
妊娠している女性で、初めての出産に臨む人を「初産婦」といいますが、2回目以降の出産に臨む人を何というでしょう？,経産婦,
ギリシア神話の美少年・ヒュアキントスの血から咲いたという言い伝えから名付けられた、ユリ科の花は何でしょう？,ヒヤシンス,
黄リンと赤リンのうち、空気中で自然発火するのはどちらでしょう？,黄リン,
スモーク、アカデミック、パワー、セクシャルなどの後ろにつく、「嫌がらせ」という意味の英単語は何でしょう？,ハラスメント[harassment],
タレントとして活動する生島ヒロシ（いくしま・－）が、かつてアナウンサーとして勤務していたテレビ局は何でしょう？,TBS〈テレビ〉,
『日本書紀』第3巻の一節から、宗教家・田中智學が作った、第二次世界大戦で日本がスローガンとして用いた四字熟語は何でしょう？,八紘一宇,
日本語では「洞窟潜水」という、水中に沈んだ洞窟で行われるダイビングのことを特に何というでしょう？,ケーブダイビング,
植物の雄蕊（おしべ）において、葯（やく）を支えている細い部分を何というでしょう？,花糸,
ポルトガル語で「軸」という意味がある、サッカーのフォワードに当たるフットサルのポジションは何でしょう？,ピヴォ,
1995年のJリーグにおいて、日本人選手として初めて得点王に輝いた、現役時代は浦和レッズ一筋でプレイしたサッカー選手は誰でしょう？,福田正博,
末期の神聖ローマ帝国を「神聖でなければローマでもなく、帝国ですらない」と評したことでも有名な、代表作に『カンディード』や『寛容論』などがあるフランスの哲学者は誰でしょう？,ヴォルテール[Voltaire]【本名の「フランソワ＝マリー・アルエ[François-Marie Arouet]」も○】,
1962年、『ボサノバでキッス』でメジャーデビューした、代表曲に第5回日本レコード大賞を受賞した『こんにちは赤ちゃん』などがある日本の歌手は誰でしょう？,梓みちよ[あずさ・－],
卓球において、台の端に当たった打球のことを特に何というでしょう？,エッジボール,
化学式C34H47NO11で表される、トリカブトの毒の主成分であるアルカロイドは何でしょう？,アコニチン,
3ウェイスピーカーを構成する3つのスピーカーとは、高音域のツィーター、低音域のウーファーと、中音域の何でしょう？,スコーカー,
お腹にある「みぞおち」を漢字で書いた時に出てくる鳥は何でしょう？,鳩,
『ロシアの復活祭』、『シェヘラザード』、『くまんばちの飛行』などの代表曲で有名な、ロシア五人組の1人に数えられる作曲家は誰でしょう？,ニコライ・リムスキー＝コルサコフ,
ハードダーツにおいて、ボードを分割している線のことを何というでしょう？,スパイダー,
旅に出ている人のため、家族が無事を祈って用意する食事のことを何というでしょう？,陰膳（かげぜん,
1809年にスウェーデンで創設されたのが世界初である、中立的立場から行政を外部から監視し、是正措置を行う制度を「何制度」というでしょう？,オンブズマン制度【オンブズパーソン制度】,
引越しの段ボールなどに書かれる、「上下をひっくり返してはならない」という意味の四字熟語は何でしょう？,天地無用,
『女殺油地獄（おんなころしあぶらのじごく）』、『国姓爺合戦』、『曽根崎心中』などの代表作を残した浄瑠璃作者は誰でしょう？,近松門左衛門,
西暦2063年を舞台/に、惑星マクパへ向かう際に遭難したケアード高校の生徒たちを描いた、今年のマンガ大賞で大賞に輝いた篠原健太(しのはら・けんた)の作品は何でしょう？,『彼方のアストラ』 (山上2×),
2009-10シーズンにはエールディヴィジ、2013-14シーズンにはイングランドプレミアリーグ、2014-15シーズンにはリーガ・エスパニョーラで得点王となった、現在はFCバルセロナに所属するウルグアイのサッカー選手は誰でしょう？,ルイス・スアレス,
英語で、北斗七星を「ビッグ・ディッパー」といいますが、南斗六星を何というでしょう？,Milk Dipper,
正式には「咽頭結膜熱」という感染症のことを、ある場所で感染しやすいことから俗に何というでしょう？,プール熱,
ランプやガス灯において、炎の部分を覆うガラス製の筒のことを何というでしょう？,火屋（ほや）,
攻撃を受けてからわずか18分で沈没したため、逃げ切れなかった1198名もの乗客が死亡した、アメリカが第一次世界大戦に参戦するきっかけとなったイギリスの客船は何でしょう？,ルシタニア号,
1980年代に流行したダジャレで、「犬の卒倒」といえば何を意味しているでしょう？,ワンパターン,
1598年にアンリ4世が発布した、近代ヨーロッパで初めて信仰の自由を認めた勅令で、これによってユグノー戦争が終結したことで有名なのは何でしょう？,ナントの勅令,
外野フェンスにツタが生い茂っているのが特徴的な、メジャーリーグの本拠地球場ではフェンウェイ・パークに次いで古い、シカゴ・カブスの本拠地はどこでしょう？,リグレー・フィールド,
水球において、キーパーが被る帽子の色は何色と定められているでしょう？,赤,
薬物依存者が薬物の使用をやめた後、突如として幻覚などが再燃してしまう現象を何というでしょう？,フラッシュバック,
マリアッチの音楽に合わせて暴れ馬を乗りこなすメキシコの伝統的なスポーツで、ロデオの原型とされるのは何でしょう？,チャレアーダ,
三角形の五心のうち、3つの角の二等分線で表されるものは何でしょう？,内心,
約1.2mの長い直線状の管を持つ、ファンファーレなどの際に用いられる金管楽器のことを、あるオペラのタイトルを用いて何というでしょう？,アイーダ・トランペット,
ベートーヴェンのオペラ『フィデリオ』で/、夫・フロレスタンの救出に向かう男装のヒロインは誰でしょう？,レオノーレ (下山1×),
1997年からアメリカ大リーグで行われている、アメリカン・リーグとナショナル・リーグのチームの交流戦を何というでしょう？,インターリーグ,
江戸いろはがるたの取り札の中で、唯一の四字熟語であるものは何でしょう？,油断大敵,
幽門や尿道などに位置している、収縮することで管を締め付ける役割を担う筋肉を何というでしょう？,括約筋,
JR九州のデザイン顧問を務め、同社で運行されている数々の車両をデザインした、日本の工業デザイナーは誰でしょう？,水戸岡鋭治,
流れ星の飛跡を逆向き/にたどると求められる、流星群に属する星が飛び出してくるように見える天球上の点を何というでしょう？,放射点【輻射点】 (幡野②⇒WIN!),
フランシス・バーネットの小説で、『小公子』の主人公は「セドリック」ですが、『小公女』の主人公は誰でしょう？,セーラ〈・クルー〉,
口紅の上から塗り、唇に光沢を持たせる化粧品を何というでしょう？,グロス【リップグロス】,
日本の小説家で、『砂の器』を書いたのは松本清張ですが、『砂の女』を書いたのは誰でしょう？,安部公房,
結婚式などの宴席において、出席者が氏名や住所を書くための帳面を何というでしょう？,芳名帳,
1898年、アフリカ縦断政策をとるイギリスと、アフリカ横断政策をとるフランスとが衝突した事件のことを、舞台となった南スーダンの村の名前から「何事件」というでしょう？,ファショダ事件,
その名はジェイムズ・ジョイスの小説『フィネガンズ・ウェイク』の鳥の鳴き声に由来する、アップやダウンなど6種類が知られている素粒子は何でしょう？,クォーク,
1095年に行われたクレルモン公会議において初めて結成された、エルサレムをイスラム諸国から奪還するための軍隊のことを何というでしょう？,十字軍,
日本に生息している2種類のイノシシとは、ニホンイノシシと何でしょう？,リュウキュウイノシシ,
大阪府の阿倍野神社や福島県の霊山神社（りょうぜんじんじゃ）などに祀られている、南北朝時代における南朝の正当性を説くため『神皇正統記』を著したことで知られる人物は誰でしょう？,北畠親房,
「2つの超伝導体で薄い絶縁体を挟み、そこに電圧をかけると超電導電流が流れる」という効果を、提唱したイギリスの物理学者から「何効果」というでしょう？,ジョセフソン効果,
直径が16分の1mm より小さく、256分の1mm より大きいものを言う、砂より細かく粘土より粗い砕屑物を何というでしょう？,シルト,
