文部科学省が制定している「学年別漢字配当表」において、小学校1年生で習う漢字は全部で何文字と定められているでしょう？,80文字,,,,
ナナツバコツブムシの生物侵食により、100年後には島自体が消滅してしまうと言われている、東広島市に位置する無人島は何でしょう？,ホボロ島,,,,
州都をミュンヘンに置く、ドイツ最大の州は「何州」でしょう？,バイエルン州,,,,
本名を一章という作家で、全国に邪馬台国論争を起こした『まぼろしの邪馬台国』の作者であるのは誰でしょう？,宮崎康平,,,,
今年（2011年）2月、体力の限界を理由に現役を引退した、サッカーブラジル代表としてワールドカップ最多の15得点を挙げた選手は誰でしょう？,ロナウド・ルイス・ナザリオ・ジ・リマ[Ronaldo Luís Nazário de Lima],,,,
ずばり、競馬の場外馬券場の愛称は何でしょう？,WINS,,,,
夏目漱石の小説『こゝろ』で、先生に恋人を奪われて自殺してしまう友人は誰でしょう？,K,,,,
インドネシア・ジャワ島の郷土食材である、大豆を発酵させて作られる納豆のような食品は何でしょう？,テンペ,,,,
1975年のF1スペイングランプリで6位に入賞し、女性のF1ドライバーとして唯一入賞記録を持つ人物は誰でしょう？,"レラ・ロンバルディ[""Lella"" Lombardi]",,,,
メチルレッドやフェノールフタレインのように、色の変化によってpHを測定することができる薬品を総称して何というでしょう？,指示薬【「インジケーター」も○】,,,,
時代劇などの斬り合いのシーンを役者に教える専門家のことを何というでしょう？,殺陣師,,,,
本名を喜熨斗孝彦（きのし・たかひこ）という、今年6月には4代目市川猿之助を襲名する予定である俳優・歌舞伎役者は誰でしょう？,（2代目）市川亀治郎,,,,
ラメラ、グラナ、ストロマ、チラコイドなどの構造から成る、植物内で光合成を行う小器官は何でしょう？,葉緑体【クロロプラスト】,,,,
皮は皮膚病などの薬として、葉は煎じてお茶として、皮に含まれる色素は染料として使われる、一般に「果物の女王」といわれるオトギリソウ科の果物は何でしょう？,マンゴスチン,,,,
モーツァルトやバッハの肖像画に見られる、男性用のカツラのことを何というでしょう？,ペルーク,,,,
アレクサンドル・デュマの小説『三銃士』で、三銃士を従えて旅をする主人公の名前は何でしょう？,ダルタニヤン,,,,
仏教において、釈迦が悟りの境地に達する直前、乳粥を与えて命を助けたとされる娘の名前は何でしょう？,スジャータ,,,,
本名をヤーコプ・レヴィ・エーベルストという、代表曲にオペレッタ『美しきエレーヌ』や『天国と地獄』などがあるドイツ出身の作曲家は誰でしょう？,ジャック・オッフェンバック【「オッフェンバッハ」も○】,,,,
琉球音楽の演奏家・屋嘉比朝寄（やかび・ちょうき）が開発した、三線の演奏法を表記するための楽譜を何というでしょう？,工工四（くんくんしー）,,,,
1535年、ヘンリー8世に反抗したとして処刑された、著書『ユートピア』で知られるイギリスの思想家は誰でしょう？,トマス・モア,,,,
老婆が長谷寺を訪れた夜、そこに現れた修験者が語ったことを書き留めたという形式で書かれている、「四鏡」と呼ばれる歴史書の中で最も古い時代を扱っているものは何でしょう？,水鏡,,,,
両界曼荼羅に描かれている2つの世界とは、金剛界と何でしょう？,胎蔵界,,,,
ローストチキンなどの肉料理に用いられる、調理された肉から出た肉汁をもとに作られるソースのことを何というでしょう？,グレイビーソース,,,,
水の硬度とは、水中に含まれるカルシウムと何という元素の含有量でしょう？,マグネシウム,,,,
フェンシングにおける攻撃の中でも、一本の判定が下された「有効打突」のことをフランス語で何というでしょう？,トゥシュ,,,,
ダーツのゲーム・カウントアップで、1ラウンドで放った矢がすべて20点のトリプルエリアに刺さることを何というでしょう？,トン・エイティー,,,,
友愛数を拡張させた概念である、自身を除く約数が互いに等しくなっているような3つ以上の自然数の組を「何数」というでしょう？,社交数,,,,
オランダの生物学者ユーゴー・ド・フリースが生み出した言葉である、突然変異が起こった個体や細胞のことを英語で何というでしょう？,ミュータント,,,,
オリンピックにおける柔道の階級で、男子で最も重いのは「100kg超級」ですが、女子で最も重いのは「何kg超級」でしょう？,78kg超級,,,,
ラサロ・ガルディアーノ美術館、ソフィア王妃芸術センター、プラド美術館といえば、いずれもどこの都市に位置しているでしょう？,マドリード,,,,
アラビア語で「立方体」という意味がある、イスラム教において最高の聖地とされているメッカの神殿は何でしょう？,カーバ神殿[Ka’aba],,,,
人間の「紫式部」はヒト科ですが、植物の「ムラサキシキブ」は何科でしょう？,クマツヅラ科,,,,
ずばり、歌手・山口百恵（やまぐち・ももえ）のデビュー曲は何でしょう？,『としごろ』,,,,
現在、小学校6年間で習う「教育漢字」は、全部で何文字あるでしょう？,1026文字,,,,
「Pay Smart Enjoy Life」を略して名付けられた、コナミのアーケードゲーム向け電子マネーは何でしょう？,PASELI,,,,
その頂上には高さ30mの巨大なキリスト像が立っている、ブラジル、リオ・デ・ジャネイロにある標高710mの丘は何でしょう？,コルコバードの丘,,,,
タカなどの猛禽類が、一度飲み込んだ食べ物の中から骨や羽毛などの消化できないものを塊にして吐き出したもののことを何というでしょう？,ペリット,,,,
高校野球における校歌斉唱などを提唱した人物でもある、1928年のアムステルダムオリンピック女子800m走で銀メダルを獲得し、日本人女性初のオリンピックメダリストとなった人物は誰でしょう？,人見絹枝,,,,
日本において妊娠中絶ができるのは、法律上妊娠何週目までと定められているでしょう？,22週目,,,,
スコットランド西部の地名が付けられた、セーターなどによく用いられている菱形の格子模様を何というでしょう？,アーガイル,,,,
西日本新聞や中日新聞のように、販売地域が複数の都道府県にまたがる新聞のことを何というでしょう？,ブロック紙,,,,
1942年に初演されたアラム・ハチャトゥリアンのバレエ作品で、特に最終幕で演奏される「剣の舞」で有名なのは何でしょう？,『ガイーヌ』【『ガヤネー』も○】,,,,
「桁違い」、「ご破算にする」、「二進も三進もいかない」といえば、いずれも何が由来となって生まれた言葉でしょう？,算盤,,,,
高級既製服を「プレタポルテ」というのに対し、高級仕立服をフランス語で何というでしょう？,オートクチュール,,,,
脳内のドーパミンが不足し、アセチルコリンが増加することにより筋肉が震える病気で、アドルフ・ヒトラーやモハメド・アリがかかったことで知られるのは何でしょう？,パーキンソン病,,,,
温室のパーム・ハウスやテンペレイト・ハウスなどが有名な、1759年に建設されたイギリス王立植物園は何でしょう？,キューガーデン,,,,
これまでに冬季オリンピックが開催されたフランスの都市とは、シャモニー・モンブラン、グルノーブルとどこでしょう？,アルベールビル,,,,
日本では立山や穂高岳で見ることができ、日本語では「圏谷」と呼ばれる、氷河の侵食作用によってできた広いお椀状の谷を何というでしょう？,カール,,,,
1960年のスコーバレーオリンピックにはノルディック複合の選手として出場しているノルウェーの人物で、前半にスキージャンプを行う競技方法にも名前を残しているのは誰でしょう？,グンダー・グンダーセン[Gunder Gundersen],,,,
体長は60cmから1mほどと、カンブリア紀に生息した生物の中では群を抜いて大型であった、ギリシア語で「奇妙なエビ」という意味の名を持つ生物は何でしょう？,アノマロカリス[anomalocaris],,,,
「ママが私にしたわがまま」、「関係ないケンカ」、「竹藪焼けた」などのように、上から読んでも下から読んでも同じ読みとなる文章のことを何というでしょう？,回文,,,,
別名を「ジャマイカペッパー」や「ヒャクミコショウ」という、シナモン、クローブ、ナツメグの香りを併せ持つことから命名されたフトモモ科の香辛料は何でしょう？,オールスパイス,,,,
初期微動継続時間から震源距離を求める公式に名を残す、「日本地震学の父」といわれる地震学者は誰でしょう？,大森房吉,,,,
広告の中でも、電車やバスなどの車両全体を覆ってしまうものを特に「何広告」というでしょう？,ラッピング広告,,,,
サルなどが、自分の優位性を示したりや社会的関係を維持するために行う毛繕いのことを何というでしょう？,グルーミング,,,,
リンガラ語で「川の流れをせきとめるもの」という意味があり、アフリカ中央部で目撃例がある、体長は5mほどで長い首としっぽを持つとされるUMAは何でしょう？,モケーレ・ムベンベ[Mokele-mbembe],,,,
「鬼に金棒」と同じ意味のことわざを、「仏に何」というでしょう？,仏に蓮華,,,,
受賞による利益の大きさを示すため、賞金はわずか10ユーロとなっている、1903年に創設されたフランス文学界最高の賞は何でしょう？,ゴンクール賞,,,,
紀元前450年のマラトンの戦いにおいて、アテネへ勝利を伝えるために約250kmを走り、マラソンの起源を作った兵士は誰でしょう？,フェイディピデス,,,,
昨年（2010年）5月5日にリリースされた、いきものがかり第18作目のシングルで、今年（2011年）の春の甲子園入場曲に選出されたことで知られるのは何でしょう？,『ありがとう』,,,,
ドン川、ドニエプル川、ドナウ川などが注ぎ込む、ヨーロッパとアジアの間にある内海は何でしょう？,黒海,,,,
ドイツ共産党を創設したことや、ローザ・ルクセンブルクとともにスパルタクス団を設立したことで有名なドイツの政治家は誰でしょう？,カール・リープクネヒト,,,,
形勢や立場などが一気に逆転することを、忍者屋敷にあった仕掛けにちなんで何というでしょう？,どんでん返し,,,,
フリードリヒ・ニーチェの著書『道徳の系譜』で初めて用いられた言葉である、弱者が強者に対して抱く憎悪などの感情のことを「恨み」という意味のフランス語で何というでしょう？,ルサンチマン[ressentiment],,,,
1956年のメルボルンオリンピックから1968年のメキシコシティーオリンピックまで陸上男子円盤投げで4連覇を達成し、史上初の4大会連続金メダリストとなったアメリカの陸上選手は誰でしょう？,"アル・オーター[""Al"" Oerter]",,,,
平安時代末期から江戸時代にかけて行われた、髪の毛を額から頭頂部にかけて半月型に剃り上げた髪型のことを何というでしょう？,月代（さかやき【「つきしろ」）も○】,,,,
心臓にある弁で、左心房と左心室の間にあるのは「僧帽弁」ですが、右心房と右心室の間にあるのは何でしょう？,三尖弁,,,,
メス、パスツール、ホール、駒込などの種類がある、少量の液体を吸い取って別の容器に移す時に用いる実験器具は何でしょう？,ピペット,,,,
裁判員を裁くための弾劾裁判所は、全部で何人の国会議員で構成されるでしょう？,14人,,,,
丈夫さが必要な柔道着や作務衣などに施される、布を重ね合わせて細かく刺し縫いにしたものを何というでしょう？,刺し子,,,,
天気予報で「猛烈な雨」といったとき、これは降水量が1時間に何mm以上のことを指すでしょう？,80mm,,,,
ミケランジェロ・ブオナローティが祭壇に描いた『最後の審判』で有名な、バチカン、サン・ピエトロ大聖堂に隣接する礼拝堂は何でしょう？,システィーナ礼拝堂,,,,
土星のA環とB環の間にある隙間のことを、発見した天文学者の名前から「何の隙間」というでしょう？,カッシーニの隙間,,,,
汁物料理のじゃっぱ汁とせんべい汁、煮物のいちご煮といえば、何という都道府県の郷土料理でしょう？,青森県,,,,
州都をハリファックスに置く、ラテン語で「新しいスコットランド」という意味があるカナダの州はどこでしょう？,ノヴァスコシア州[Nova Scotia],,,,
ギリシア神話に登場する風の神に由来する、弦を風によって振動させ、胴体で共鳴させて音を出す楽器のことを何というでしょう？,エオリアン・ハープ,,,,
チェスのルール・キャスリングで動かす2種類の駒は、キングと何でしょう？,ルーク,,,,
今年（2011年）2月、2度目となる現役引退を表明した、1999年から2005年まで「ツール・ド・フランス」で7連覇を達成したアメリカの自転車ロードレース選手は誰でしょう？,ランス・アームストロング[Lance Armstrong],,,,
付け毛を意味する「エクステ」とは、何という言葉の略でしょう？,エクステンション【「ヘアーエクステンション」も○】,,,,
1536年、伊達稙宗によって制定された、全171条から成る伊達氏の分国法は何でしょう？,塵芥集,,,,
結核にかかった青年ハンス・カストルプが、ダボスにあるサナトリウムで成長していく姿を描いた、トマス・マンの代表作である小説は何でしょう？,『魔の山』,,,,
2011年に「第四次」のものがアメリカとロシアの間で発効された、「戦略兵器削減条約」のことをアルファベット5文字で何というでしょう？,START,,,,
幼児期を迎えた男子に見られる、父親に対抗心を燃やし、母親の愛情を手に入れようとするコンプレックスのことを「何コンプレックス」というでしょう？,エディプスコンプレックス,,,,
「非常に厳しい教育」のことを、かつてギリシアに存在した都市国家の名前から「何式教育」というでしょう？,スパルタ式教育,,,,
国際ペンクラブの初代会長は「ジョン・ゴールズワージー」、2代目会長は「H・G・ウェルズ」ですが、3代目会長は誰でしょう？,ジュール・ロマン,,,,
息子の学良は第二次国共合作の立役者である、1928年、奉天へ向かう列車ごと爆殺されてしまった中華民国の政治家は誰でしょう？,張作霖,,,,
「あちこち動き回ること」を言った四字熟語で、「東」と「西」を使うと「東奔西走」ですが、「南」と「北」を使うと何でしょう？,南船北馬,,,,
近代夏季オリンピックで使われる聖火は、何という神殿の跡地で採火されているでしょう？,ヘラ神殿,,,,
中華人民共和国の「初代国家主席」は毛沢東ですが、「初代首相」は誰でしょう？,周恩来（ヂョウ・オンライ）,,,,
日本語では「細氷」という、空気中の水分が凍り、日光に照らされてキラキラと光ったものを何というでしょう？,ダイヤモンドダスト,,,,
1958年にはクラウス・フリードリッヒ・ロスとともにフィールズ賞を受賞したフランスの数学者で、カタストロフィー理論の提唱で知られるのは誰でしょう？,ルネ・トム[René Thom],,,,
ジャック・ドレー監督の映画のタイトルになったことで世界的に有名になった、イタリア・アレッサンドリアに本社を置く帽子メーカーは何でしょう？,ボルサリーノ,,,,
日本では、立山黒部アルペンルートでのみ運行されている、架線から電力を取り入れて走るバスのことを何というでしょう？,トロリーバス,,,,
マリー・アントワネットやマリア・テレジアなど、数々の皇后を輩出した、ドイツ語で「鷹の城」という意味の名を持つオーストリアの名門貴族は「何家」でしょう？,ハプスブルク家,,,,
県の木はキンモクセイ、県の花はツツジ、県の鳥はサンコウチョウといえば、この都道府県はどこでしょう？,静岡県,,,,
東南アジアなどの経済に大きな影響を及ぼしている、中国国籍を持ちながらも中国国外に住む人々のことを何というでしょう？,華僑,,,,
箸使いのタブーの1つで、同じ料理に何度も続けて箸をつけるものを「何箸」というでしょう？,重ね箸,,,,
正式には「横回転バックフリック」という、チェコのピーター・コルベルが発明した卓球の打法のことを、その軌道がバナナに似ていることから何というでしょう？,チキータ,,,,
補助通貨単位はセンターボである、ブラジルの通貨単位は何でしょう？,レアル,,,,
応仁の乱の際、山名宗全がここに陣地を構えたことに由来する、京都市上京区から北区に渡る地域を何というでしょう？,西陣,,,,
贈与税や所得税のように、金額が増えるほどより高い税率を課す課税方式を何というでしょう？,累進課税,,,,
共働きで子供を持っている夫婦のことを、「Double Employed With KidS」を略して何というでしょう？,DEWKS,,,,
「白黒テレビ」や「アコースティックギター」など、後継機の出現によって後から付けられた名前のことを何というでしょう？,レトロニム,,,,
地表から約5100kmの深さにある、地球の外核と内核との間にある不連続面のことを、デンマークの地震学者の名前から「何不連続面」というでしょう？,レーマン不連続面,,,,
「蓮華寺では下宿を兼ねた。」という書き出しで始まる、自分の身分を隠して生きている瀬川丑松の姿を描いた、島崎藤村の小説は何でしょう？,『破戒』,,,,
サーフィンにおいて、サーフボードが自分から離れないように結び付けておく紐のことを何というでしょう？,リーシュコード,,,,
日本人では、ドクター中松（－・なかまつ）や井上大佑（いのうえ・だいすけ）らが受賞した、人々を笑わながらも考えさせてくれる研究をした人物に贈られる賞は何でしょう？,イグ・ノーベル賞,,,,
新しい倫理学「エコエティカ」を提唱したことで有名な、今年（2012年）10月、89歳で亡くなった日本の哲学者は誰でしょう？,今道友信,,,,
伊達稙宗が制定した『塵芥集』や武田信玄が制定した『甲州法度次第』のように、戦国大名が自分の領地を治めるために定めた法律のことを何というでしょう？,分国法,,,,
窒素、酸素に次いで空気中に3番目に多く含まれている、原子番号18、元素記号Arの元素は何でしょう？,アルゴン,,,,
夏の大三角形を構成している3つの星とは、ベガ、アルタイルと何でしょう？,デネブ,,,,
音楽ユニット・Perfumeのシングル曲で、「チョコレイト」と「ワンルーム」の下に共通して付く言葉は何でしょう？,ディスコ,,,,
音楽の演奏において、拍子の強弱の位置を変え、意図的にリズムをずらす技法のことを何というでしょう？,シンコペーション【切分法】,,,,
2000年にACニールセンが撤退したことにより、現在日本で唯一テレビ番組の視聴率調査を行っている企業は何でしょう？,株式会社ビデオリサーチ,,,,
位置エネルギーの中でも、バネやゴムなどの物体が伸び縮みする時に持つエネルギーのことを特に「何エネルギー」というでしょう？,弾性エネルギー,,,,
火薬類取締法において「火薬類」に規定されている3つのものは、火薬、爆薬と、雷管や導火線などを指す何でしょう？,火工品,,,,
ある国で流通している貨幣の中でも、中央銀行が直接コントロールできるもののことを特に何というでしょう？,ハイパワードマネー【ベースマネー】,,,,
タガログ語で「花の中の花」という意味がある、香り高い油が採取できることで有名なバンレイシ科の植物は何でしょう？,イランイラン[ilang-ilang],,,,
砂川事件の判決などで言及された、「高度な政治的事件については立法府の裁量に任せ、裁判所は判断を回避すべき」という理論を「何論」というでしょう？,統治行為論,,,,
映画『インディ・ジョーンズ』の主人公のモデルになった、1911年、ペルーを探検中にマチュ・ピチュを発見したことで知られるアメリカの考古学者は誰でしょう？,ハイラム・ビンガム,,,,
ことわざで「商売は気長に努力することが大事だ」ということを、ある動物を用いて「商いは何」というでしょう？,牛のよだれ,,,,
1983年には国民栄誉賞を打診されるも受賞を拒否している、通算1065盗塁の日本記録を持つプロ野球選手は誰でしょう？,福本豊（ふくもと・ゆたか）,,,,
植物の籐（とう）でできた球を用いることから漢字では「籐球」と書く、「足のバレーボール」とも呼ばれる東南アジア発祥の球技は何でしょう？,セパタクロー,,,,
これの建設によってミード湖というダム湖が出来た、アメリカ・コロラド川に建設されたダムのことを、建設当時の大統領の名前から何というでしょう？,フーバーダム,,,,
パソコンのブランドで、「FMV」といえば富士通ですが、「ダイナブック」といえばどこのメーカーでしょう？,株式会社東芝,,,,
歴史書の書き方で、時代順に書く文体を「編年体」というのに対し、人物ごとに書く文体を何というでしょう？,紀伝体,,,,
2005年にアメリカのロサンゼルス・キングスと契約を結び、日本人初のNHLプレイヤーとなったアイスホッケー選手は誰でしょう？,福藤豊,,,,
ボケの川村エミコ（かわむら・－）とツッコミの白鳥久美子（しらとり・くみこ）から成る、昨年（2010年）10月からテレビ番組『めちゃ×2イケてるッ！』のレギュラーとなったお笑いコンビは何でしょう？,たんぽぽ,,,,
妊娠している女性で、出産経験がない人のことを「初産婦」というのに対し、出産経験がある人のことを何というでしょう？,経産婦,,,,
化学式C18H27NO3で表される、トウガラシの辛み成分として知られる化学物質は何でしょう？,カプサイシン,,,,
有島武郎や里見弴など、大正デモクラシーを背景に人道主義的な小説を著した文芸の一派を、彼らが活躍した雑誌の名前から「何派」というでしょう？,白樺派,,,,
火災において「全焼」とは、建物の評価額の何割以上が焼失したものと定義されているでしょう？,7割【「70％」も○】,,,,
ギリシア神話の王・エウリュステウスから12の難行を命じられ、すべてを完了したことで知られる、ギリシア神話に登場する英雄は誰でしょう？,ヘラクレス,,,,
ウミユリ、ビカリア、アンモナイトなどの化石のように、地層が堆積した時代を示す化石のことを何というでしょう？,示準化石【標準化石】,,,,
鳥取県唯一の村は「日吉津村（ひえづそん）」ですが、島根県唯一の村はどこでしょう？,知夫村,,,,
百姓一揆などの際に民衆が掲げた、イグサや藁を編んで作った旗のことを何というでしょう？,筵端（むしろばた）,,,,
日本で、「旭市」がある都道府県は千葉県ですが、「旭区」がある政令指定都市はどこでしょう？,大阪市【「横浜市」も○】,,,,
ずばり、フィールドホッケーは何分クォーターでしょう？,15分,,,,
「人間（じんかん）五十年、化天（げてん）のうちを比ぶれば」という一節で有名な、織田信長が桶狭間の戦いへの出陣に際して舞ったことで有名な舞は何でしょう？,『敦盛』,,,,
フジテレビが放送している3つのCSのチャンネルとは、フジテレビONE、フジテレビTWOと何でしょう？,フジテレビNEXT,,,,
演劇において、舞台上の役者が1人で話すセリフのことを英語で何というでしょう？,モノローグ,,,,
化学式C9H13NO3で表され、高峰譲吉が世界初となる結晶化に成功した、交感神経が興奮したときに放出されるホルモンは何でしょう？,アドレナリン【「エピネフリン」も○】,,,,
京都府京都市と山口県下関市を結ぶ、全長651kmと日本で2番目に長い国道は何号線でしょう？,国道9号線,,,,
彼の背番号11はサンフランシスコ・ジャイアンツの永久欠番となっているメジャーリーガーで、「ベーブ・ルースとの対決が見たい」という少年の投書によりオールスターゲームが設立されたことで知られるのは誰でしょう？,カール・ハッベル[Carl Hubbell],,,,
統計学において、ある母集団を縮小化したような集団のことを何というでしょう？,標本,,,,
透明な板の上に凸レンズを置き、その上から光を当てたときに現れる同心円のことを、発見した物理学者の名前から何というでしょう？,ニュートン・リング【「ニュートン環」も○】,,,,
現在の大阪市中央区に劇場を建て、人形浄瑠璃の興行を行った人物で、人形浄瑠璃の代名詞である「文楽」の由来となっているのは誰でしょう？,（初代）植村文楽軒,,,,
楽譜において、リタルダンドなどによって変化した速度を元に戻すための記号は何でしょう？,ア・テンポ[a tempo],,,,
旅行や出征などで不在の人の無事を願って家族が用意する食事のことを何というでしょう？,陰膳,,,,
セロファンなどに代表される、ある大きさより小さい分子やイオンのみを通す膜のことを「何膜」というでしょう？,半透膜,,,,
ビーチサッカー、フットサル、バスケットボールに共通する1チームの人数は何人でしょう？,5人,,,,
バスケットボールでボールをキープするため、片足を軸にして体を動かし、相手を翻弄させることを何というでしょう？,ピボット,,,,
一般に「世界三大テノール」と呼ばれる3人の歌手とは、ルチアーノ・パヴァロッティ、ホセ・カレーラスと誰でしょう？,プラシド・ドミンゴ,,,,
割り竹を隙間なく立てて並べ、さらに割り竹を横に通してから縄で縛って作られる竹垣のことを、ある寺の名前から「何垣」というでしょう？,建仁寺垣,,,,
パリに留学していた演出家・白井鐵造が現地で耳にしたシャンソンに詞を付けて完成させた、宝塚歌劇団のシンボルソングとなっている歌は何でしょう？,『すみれの花咲く頃』,,,,
諏訪湖から流出する唯一の河川は何でしょう？,天竜川,,,,
.bmpや.exeなど、ファイルの末尾に付けられるファイルの種類を識別するための文字列を何というでしょう？,拡張子,,,,
コーヒー豆の焙煎を8段階に分けた時、最も浅煎りなのは「ライトロースト」ですが、最も深煎りなのは何でしょう？,イタリアンロースト,,,,
大分県臼杵市にあるものは国宝に指定されている、自然の岩壁に彫られた仏像のことを何というでしょう？,磨崖仏,,,,
自転周期が約9時間55分と、太陽系の惑星の中で最も短い星は何でしょう？,木星,,,,
「ある日の暮方の事である。」という一文で始まり、「下人の行方は、誰も知らない。」という一文で終わる、芥川龍之介の小説は何でしょう？,『羅生門』,,,,
国民の健康を改善するためとして昨年10月から「脂肪税」を導入した、ヨーロッパの国はどこでしょう？,デンマーク王国,,,,
80畳の広さを持つ大広間は関東にある料亭としては一番の大きさを誇る、芥川賞と直木賞の選考が行われることで有名な東京にある料亭は何でしょう？,新喜楽,,,,
ウェブ上の言語表記の1つである「html」とは、何という言葉の略でしょう？,HyperText Markup Language,,,,
映画『俺たちに明日はない』で、ボニーを演じたのは「フェイ・ダナウェイ」ですが、クライドを演じたのは誰でしょう？,ウォーレン・ベイティ,,,,
飛行機において、乗組員が機内食などを準備したりするスペースのことを特に何というでしょう？,ギャレー,,,,
大工の中でも、特に神社や仏閣の建築を専門に行う人を何というでしょう？,宮大工,,,,
狂言における二大流派とは、和泉流と何流でしょう？,大蔵流,,,,
安珍・清姫伝説では安珍がこの川を渡る様子が描かれている、長さ127kmと日本の二級河川の中で最も長い川は何でしょう？,日高川,,,,
1956年に公開されたアルフレッド・ヒッチコック監督のサスペンス映画で、出演したドリス・デイが歌った劇中歌『ケ・セラ・セラ』で有名なのは何でしょう？,『知りすぎていた男』,,,,
仏壇に供えるご飯を円柱形にするために用いる、専用の型のことを何というでしょう？,盛槽（もっそう）【もっそ】,,,,
今年（2012年）9月、史上最年少で日本スケート連盟の理事に選出された、2006年のトリノオリンピックでは金メダルを獲得したフィギュアスケーターは誰でしょう？,荒川静香,,,,
1595年、木食応其（もくじきおうご）によって開かれた京都市の寺院で、「国家安康・君臣豊楽」と書かれた釣り鐘があることで有名なのはどこでしょう？,方広寺,,,,
シカゴ大学にはこれのオブジェがある、人類の滅亡を午前0時とし、それまでの残り時間を指し示すようにした時計のことを何というでしょう？,世界終末時計【終末時計で○】,,,,
ロシアの科学者ボリス・トーキンが命名した、森林浴の有効成分といわれる、揮発性の殺菌物質を何というでしょう？,フィトンチッド,,,,
消費意欲が旺盛なため企業やマスコミの関心の的となっている、20歳から34歳の女性のことを「何層」というでしょう？,F1層,,,,
絵柄にはビクトリア女王の横顔が用いられていた、1840年にイギリスで発行された世界最古の切手を、ある色を用いて何というでしょう？,ブラックペニー【「ペニー・ブラック」も○】,,,,
「夏が過ぎ風あざみ」という歌い出しで始まる、1997年にはミリオンセラーも達成した井上陽水（いのうえ・ようすい）の代表曲は何でしょう？,『少年時代』,,,,
正式には『諸都市の新奇さと旅の驚異に関する観察者たちへの贈り物』という、イブン・バットゥータが自らの旅についてまとめた旅行記は何でしょう？,『三大陸周遊記』【『大旅行記』】,,,,
鍋の内側に味噌を塗り、牡蠣や野菜を煮て食べる、日本の鍋料理は何でしょう？,土手鍋,,,,
オスカル・クラインとともに光子・電子の散乱を計算する「公式」に名を残す、サイクロトロンの開発で有名な日本の物理学者は誰でしょう？,仁科芳雄,,,,
ジョナサン・スウィフトの小説『ガリヴァー旅行記』に登場する2つの小人の国とは、リリパットと何でしょう？,ブレフスキュ,,,,
RNAを構成している4つの塩基とは、アデニン、グアニン、シトシンと何でしょう？,ウラシル,,,,
2種類の金属を接合し、その接点に温度差を生じさせると電圧が生じるという効果を、発見したエストニアの物理学者の名前から「何効果」というでしょう？,ゼーベック効果,,,,
スポーツの試合における引き分けの中でも、特に0点対0点のものを英語で何というでしょう？,スコアレスドロー[scoreless draw],,,,
積乱雲が発達し、頂上が大きく広がって平らになったもののことを、特に何というでしょう？,かなとこ雲,,,,
1999年には彼の生涯が映画化された、カンボジア取材の際、「地雷を踏んだらサヨウナラ！」という手紙を残したことで有名な日本の写真家は誰でしょう？,一ノ瀬泰造,,,,
「星々がまんべんなく分布しているならば、空は全体的に明るく輝いていなければおかしい」というパラドックスのことを、提唱したドイツの天文学者の名前から何というでしょう？,オルバースのパラドックス,,,,
今年（2012年）6月に行われた全仏オープン女子シングルスで優勝し、史上10人目となる生涯グランドスラムを達成したロシアのテニス選手は誰でしょう？,マリア・シャラポワ,,,,
これを最初に発見したアントニー・ヒューイッシュは1974年にノーベル物理学賞を受賞している、規則的に電磁波を発する天体を総称して何というでしょう？,パルサー,,,,
『貧困のない世界を創る』などの著書も残している、今年（2011年）3月、銀行法違反により総裁職を解任された、2006年にはノーベル平和賞を受賞したグラミン銀行の創設者は誰でしょう？,ムハマド・ユヌス[Muhammad Yunus],,,,
発酵させたパン生地の中にレーズンなどのドライフルーツを混ぜて焼き上げた、イタリアにおいてクリスマスに食べられることで有名な菓子パンは何でしょう？,パネトーネ,,,,
親友カルロス・カサヘマスの死を表現している、1900年代初期に見られたパブロ・ピカソの作風を、ある色を用いて「何の時代」というでしょう？,青の時代,,,,
先月（2011年10月）、ノーベル生理学・医学賞を授与されることが発表されたが、発表の3日前に亡くなっていたため異例の死後受賞者となったアメリカの生化学者は誰でしょう？,ラルフ・スタインマン,,,,
日本のプロ野球において、レギュラーシーズンにおける1チームの試合数は何試合と定められているでしょう？,144試合,,,,
高原などの寒冷な地域で農作物を育てることで、旬の時期よりも出荷の時期を遅らせる栽培法のことを何というでしょう？,抑制栽培,,,,
正式には「溜席（たまりせき）」という、大相撲において土俵に最も近い席のことを俗に何というでしょう？,砂かぶり【「砂かぶり席」も○】,,,,
工業的にはオストワルト法によって作られる、化学式HNO3で表される物質は何でしょう？,硝酸,,,,
高緯度地域はモルワイデ図法、低緯度地域はサンソン図法で描く地図の図法を何というでしょう？,グード図法【「ホモロサイン図法」「断裂ホモロサイン図法」も○】,,,,
土家由岐雄の童話『かわいそうなぞう』で、餓死させられる3匹の象とは、ジョン、ワンリーと何でしょう？,トンキー,,,,
『悪霊の神々』、『幻の大地』、『そして伝説へ…』といえば、何というテレビゲームシリーズの副題でしょう？,『ドラゴンクエスト』【「ドラクエ」も○】,,,,
フナクイムシが木に穴を開けているのを見てシールド工法を開発したことで有名な、イギリスの技術者は誰でしょう？,マーク・イザムバード・ブルネル,,,,
ナポレオン・ボナパルトが生涯のうちに結婚した2人の女性とは、ジョゼフィーヌ・ド・ボアルネと誰でしょう？,マリー・ルイーズ[Marie Louise]【「マリア・ルイーザ[Maria Luisa]」も○】,,,,
デンマーク語で「15」という意味がある、「10の-15乗」を意味するSI接頭辞は何でしょう？,フェムト,,,,
